Brand,Model,Year,Age,Kilometer,Fuel Type,Fuel Type,Engine,Max Power,Transmission,Seats,Price
Mahindra,Thar CRDe 4x4 Non AC,2017,8,79000,Diesel,Diesel,2498 cc,105 bhp,Manual,7,1035000
Hyundai,Elite i20 Asta 1.2 IVT,2021,4,12020,Petrol,Petrol,1197 cc,87 bhp,Automatic,5,1075000
Hyundai,Creta SX 1.5 Diesel,2020,5,7000,Diesel,Diesel,1493 cc,113 bhp,Manual,5,1650000
Audi,A4 2.0 TDI (143bhp),2014,11,15000,Diesel,Diesel,1968 cc,141 bhp,Automatic,5,1575000
BMW,X3 xDrive20d,2014,11,82000,Diesel,Diesel,1995 cc,184 bhp,Automatic,5,1950000
BMW,5-Series 520d Luxury Line,2022,3,6000,Diesel,Diesel,1995 cc,188 bhp,Automatic,5,6390000
Hyundai,Creta 1.4 S Plus,2019,6,68000,Diesel,Diesel,1396 cc,89 bhp,Manual,5,1080000
Audi,Q7 45 TDI Premium Plus,2017,8,24000,Diesel,Diesel,2967 cc,245 bhp,Automatic,7,5500000
Hyundai,Venue SX (O) 1.5 CRDi,2020,5,56000,Diesel,Diesel,1493 cc,99 bhp,Manual,5,1080000
Mahindra,XUV500 W6,2015,10,25000,Diesel,Diesel,2179 cc,138 bhp,Manual,7,800000
Datsun,Go Plus T,2017,8,34000,Petrol,Petrol,1198 cc,67 bhp,Manual,7,335000
Hyundai,Venue SX 1.0 Turbo iMT,2021,4,10700,Petrol,Petrol,998 cc,118 bhp,Manual,5,1185000
Hyundai,Elite i20 Sportz 1.2 IVT,2021,4,25000,Petrol,Petrol,1197 cc,87 bhp,Automatic,5,894999
Honda,Amaze 1.2 S CVT Petrol,2019,6,54000,Petrol,Petrol,1199 cc,89 bhp,Automatic,5,650000
Hyundai,i20 Sportz 1.4 CRDI,2014,11,75000,Diesel,Diesel,1396 cc,90 bhp,Manual,5,550000
Maruti Suzuki,Baleno Delta 1.3,2016,9,88000,Diesel,Diesel,1248 cc,74 bhp,Manual,5,550000
Audi,Q3 35 TDI Premium + Sunroof,2016,9,139000,Diesel,Diesel,1968 cc,174 bhp,Automatic,5,1650000
Skoda,Kushaq Style 1.0L TSI MT,2022,3,1300,Petrol,Petrol,999 cc,114 bhp,Manual,5,1600000
Hyundai,Verna 1.6 VTVT SX (O),2019,6,20000,Petrol,Petrol,1591 cc,121 bhp,Manual,5,1175000
Mitsubishi,Pajero Select Plus AT,2018,7,122000,Diesel,Diesel,2477 cc,176 bhp,Automatic,7,1995000
Hyundai,Elite i20 Sportz 1.4 CRDI,2016,9,38000,Diesel,Diesel,1396 cc,89 bhp,Manual,5,575000
MG,Hector Sharp 2.0 Diesel Turbo MT,2021,4,18500,Diesel,Diesel,1956 cc,169 bhp,Manual,5,1975000
Hyundai,Creta SX (O) 1.5 Diesel,2022,3,27800,Diesel,Diesel,1493 cc,113 bhp,Manual,5,1625000
Maruti Suzuki,Swift VXi,2019,6,46027,Petrol,Petrol,1197 cc,83 bhp,Manual,5,695000
Toyota,Yaris J CVT,2018,7,23148,Petrol,Petrol,1496 cc,106 bhp,Automatic,5,875000
Skoda,Octavia 1.8 TSI Style Plus AT [2017],2017,8,28000,Petrol,Petrol,1798 cc,177 bhp,Automatic,5,1495000
Maruti Suzuki,Swift ZXi AMT,2019,6,11874,Petrol,Petrol,1197 cc,82 bhp,Automatic,5,725000
Hyundai,Creta E Plus 1.6 Petrol,2017,8,50000,Petrol,Petrol,1591 cc,122 bhp,Manual,5,875000
BMW,5-Series 520d Modern Line,2014,11,88000,Diesel,Diesel,1995 cc,184 bhp,Automatic,5,2250000
Ford,Endeavour Trend 2.2 4x2 AT,2016,9,75000,Diesel,Diesel,2198 cc,158 bhp,Automatic,7,2350000
BMW,3-Series 320d Prestige,2019,6,15500,Diesel,Diesel,1995 cc,188 bhp,Automatic,5,2690000
Maruti Suzuki,Ciaz VDi+ SHVS,2016,9,82445,Diesel,Diesel,1248 cc,89 bhp,Manual,5,695000
Honda,City V,2014,11,75574,Petrol,Petrol,1497 cc,117 bhp,Manual,5,600000
Maruti Suzuki,Wagon R LXI CNG,2015,10,64000,Other,Other,998 cc,58 bhp,Manual,5,375000
Hyundai,i10 Sportz 1.2 Kappa2,2012,13,75000,Petrol,Petrol,1197 cc,79 bhp,Manual,5,315000
Ford,Ecosport Trend 1.5 Ti-VCT,2019,6,14095,Petrol,Petrol,1499 cc,109 bhp,Manual,5,775000
Audi,A6 35 TDI Matrix,2017,8,17000,Diesel,Diesel,1968 cc,190 bhp,Automatic,5,3075000
Renault,Duster 110 PS RxZ Diesel,2014,11,70000,Diesel,Diesel,1461 cc,108 bhp,Manual,5,415000
Maruti Suzuki,Ertiga ZDI + SHVS,2017,8,68000,Diesel,Diesel,1248 cc,89 bhp,Manual,7,765000
Maruti Suzuki,Swift VXi,2018,7,40000,Petrol,Petrol,1197 cc,83 bhp,Manual,5,520000
Jaguar,XJ 3.0 V6 Portfolio,2015,10,39000,Diesel,Diesel,2993 cc,271 bhp,Automatic,5,3900000
Hyundai,Creta 1.6 SX,2016,9,72000,Diesel,Diesel,1582 cc,126 bhp,Manual,5,850000
Maruti Suzuki,Ertiga VDI SHVS,2016,9,39000,Diesel,Diesel,1248 cc,89 bhp,Manual,7,969999
Maruti Suzuki,Baleno Delta 1.3,2016,9,62000,Diesel,Diesel,1248 cc,74 bhp,Manual,5,575000
Ford,Endeavour Sport 2.0 4x4 AT,2021,4,41086,Diesel,Diesel,1996 cc,168 bhp,Automatic,7,3900000
BMW,3-Series 320d Luxury Line,2013,12,65000,Diesel,Diesel,1995 cc,188 bhp,Automatic,5,1395000
Skoda,Kushaq Style 1.0L TSI AT,2021,4,7900,Petrol,Petrol,999 cc,114 bhp,Automatic,5,1625000
Kia,Sonet GTX Plus 1.5 AT,2021,4,22000,Diesel,Diesel,1493 cc,113 bhp,Automatic,5,1499000
Volkswagen,Tiguan Highline TDI,2018,7,73000,Diesel,Diesel,1968 cc,141 bhp,Automatic,5,2050000
Skoda,Octavia 1.8 TSI Style Plus AT [2017],2016,9,55000,Petrol,Petrol,1798 cc,177 bhp,Automatic,5,1300000
Skoda,Superb L&K TDI AT,2019,6,6900,Diesel,Diesel,1968 cc,174 bhp,Automatic,5,3199000
Maruti Suzuki,Swift LXi,2017,8,65000,Petrol,Petrol,1197 cc,83 bhp,Manual,5,450000
Honda,Mobilio RS Diesel,2015,10,48000,Diesel,Diesel,1498 cc,99 bhp,Manual,7,675000
Maruti Suzuki,Alto 800 Lxi,2018,7,48000,Petrol,Petrol,796 cc,47 bhp,Manual,5,280000
Maruti Suzuki,Wagon R LXI ABS,2018,7,18000,Petrol,Petrol,998 cc,67 bhp,Manual,5,425000
Rolls-Royce,Ghost Extended Wheelbase,2011,14,27000,Petrol,Petrol,6592 cc,570 bhp,Automatic,5,20000000
Mercedes-Benz,C-Class 220 BlueEfficiency,2012,13,78000,Diesel,Diesel,2143 cc,170 bhp,Automatic,5,1250000
Hyundai,Santa Fe 2WD AT,2014,11,87938,Diesel,Diesel,2199 cc,194 bhp,Automatic,7,1175000
Hyundai,Santro Sportz CNG,2019,6,43000,Other,Other,1086 cc,58 bhp,Manual,5,545000
Mercedes-Benz,C-Class 220 CDI Elegance AT,2008,17,95200,Diesel,Diesel,2148 cc,170 bhp,Automatic,5,495000
Maruti Suzuki,Swift DZire VXI,2016,9,26000,Petrol,Petrol,1197 cc,83 bhp,Manual,5,500000
Maruti Suzuki,Celerio VXi AMT,2015,10,70000,Petrol,Petrol,998 cc,67 bhp,Automatic,5,390000
Maruti Suzuki,Wagon R LXi 1.0 CNG,2019,6,31000,Other,Other,998 cc,58 bhp,Manual,5,575000
BMW,3-Series 320d Luxury Line,2014,11,103000,Diesel,Diesel,1995 cc,184 bhp,Automatic,5,2100000
Hyundai,i10 Magna 1.2 Kappa2,2012,13,54556,Petrol,Petrol,1197 cc,79 bhp,Manual,5,250000
Maruti Suzuki,DZire VXi,2019,6,74000,Petrol,Petrol,1197 cc,89 bhp,Manual,5,685000
Renault,Kwid RXT,2016,9,64000,Petrol,Petrol,799 cc,53 bhp,Manual,5,320000
Maruti Suzuki,S-Cross Delta 1.6,2016,9,85000,Diesel,Diesel,1598 cc,118 bhp,Manual,5,620000
Maruti Suzuki,Swift VXi,2018,7,54000,Petrol,Petrol,1197 cc,83 bhp,Manual,5,600000
Jeep,Compass Longitude (O) 1.4 Petrol AT,2019,6,57000,Petrol,Petrol,1368 cc,160 bhp,Automatic,5,1750000
Land Rover,Discovery Sport SE,2018,7,38000,Diesel,Diesel,1999 cc,177 bhp,Automatic,7,4950000
Hyundai,Creta 1.6 SX Plus AT,2015,10,68566,Diesel,Diesel,1582 cc,126 bhp,Automatic,5,1015000
Toyota,Corolla Altis 1.8 G,2009,16,68195,Petrol,Petrol,1794 cc,132 bhp,Manual,5,390000
Maruti Suzuki,Ciaz Delta 1.4 MT,2017,8,57000,Petrol,Petrol,1373 cc,91 bhp,Manual,5,755000
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone,2021,4,45000,Petrol,Petrol,1353 cc,138 bhp,Automatic,5,1825000
Maruti Suzuki,Celerio VXi AMT,2014,11,60116,Petrol,Petrol,998 cc,67 bhp,Automatic,5,416000
Maruti Suzuki,Swift DZire ZDi BS-IV,2010,15,82202,Diesel,Diesel,1248 cc,75 bhp,Manual,5,325000
Maruti Suzuki,Wagon R LXi Minor,2008,17,51000,Petrol,Petrol,1061 cc,67 bhp,Manual,5,218000
Mercedes-Benz,CLA 200 CDI Sport,2018,7,24000,Diesel,Diesel,2143 cc,134 bhp,Automatic,5,2800000
Maruti Suzuki,Ciaz VDi (O) SHVS,2017,8,86000,Diesel,Diesel,1248 cc,89 bhp,Manual,5,650000
Honda,WR-V S MT Diesel,2018,7,41000,Diesel,Diesel,1498 cc,99 bhp,Manual,5,790000
Honda,City SV Diesel,2015,10,76000,Diesel,Diesel,1498 cc,99 bhp,Manual,5,540000
Maruti Suzuki,Swift VDi,2011,14,120000,Diesel,Diesel,1248 cc,74 bhp,Manual,5,375000
BMW,X1 sDrive20i xLine,2021,4,12500,Petrol,Petrol,1998 cc,189 bhp,Automatic,5,3990000
Porsche,718 Boxster,2018,7,6300,Petrol,Petrol,1988 cc,295 bhp,Automatic,2,10900000
Maruti Suzuki,Swift DZire VXi,2009,16,114000,Petrol,Petrol,1298 cc,87 bhp,Manual,5,245000
Maruti Suzuki,Celerio LXi,2015,10,25862,Petrol,Petrol,998 cc,67 bhp,Manual,5,260000
Ford,Figo Duratorq Diesel Titanium 1.4,2010,15,72000,Diesel,Diesel,1399 cc,69 bhp,Manual,5,240000
Hyundai,Creta 1.6 SX Plus Special Edition,2015,10,90000,Diesel,Diesel,1582 cc,126 bhp,Manual,5,800000
Honda,City V,2016,9,38000,Petrol,Petrol,1497 cc,117 bhp,Manual,5,745000
Mercedes-Benz,E-Class E 220d Exclusive,2021,4,7000,Diesel,Diesel,1950 cc,192 bhp,Automatic,5,7390000
BMW,X5 xDrive 30d M Sport,2017,8,83985,Diesel,Diesel,2993 cc,258 bhp,Automatic,5,5900000
Honda,Amaze 1.2 S MT Petrol,2019,6,74237,Petrol,Petrol,1199 cc,89 bhp,Manual,5,675000
BMW,X1 sDrive20d xLine,2018,7,53000,Diesel,Diesel,1995 cc,184 bhp,Automatic,5,2650000
Maruti Suzuki,Alto 800 Lxi,2016,9,52303,Petrol,Petrol,796 cc,47 bhp,Manual,5,340000
Maruti Suzuki,Baleno Alpha 1.2,2019,6,42356,Petrol,Petrol,1197 cc,83 bhp,Manual,5,620000
Maruti Suzuki,SX4 ZDI,2013,12,84000,Diesel,Diesel,1248 cc,89 bhp,Manual,5,297000
Toyota,Etios Liva GD,2016,9,114000,Diesel,Diesel,1364 cc,67 bhp,Manual,5,500000
Hyundai,Verna SX Plus 1.6 VTVT AT,2019,6,26894,Petrol,Petrol,1591 cc,121 bhp,Automatic,5,1149000
Mercedes-Benz,C-Class C 220 CDI Avantgarde,2017,8,70000,Diesel,Diesel,2143 cc,168 bhp,Automatic,5,2650000
Toyota,Fortuner 3.0 4x2 MT,2012,13,98352,Diesel,Diesel,2982 cc,169 bhp,Manual,7,1375000
Hyundai,i10 Magna,2009,16,107000,Petrol,Petrol,1086 cc,67 bhp,Manual,5,235000
BMW,5-Series 525d Luxury Plus,2014,11,68000,Diesel,Diesel,1995 cc,217 bhp,Automatic,5,2280000
Toyota,Fortuner 2.8 4x2 AT,2017,8,52000,Diesel,Diesel,2755 cc,174 bhp,Automatic,7,3090000
Lexus,ES 300h,2017,8,31059,Petrol,Petrol,2494 cc,202 bhp,Automatic,5,4375000
Maruti Suzuki,S-Cross Alpha 1.6,2017,8,114000,Diesel,Diesel,1598 cc,118 bhp,Manual,5,749000
BMW,X5 xDrive 30d Expedition,2017,8,35000,Diesel,Diesel,2993 cc,258 bhp,Automatic,7,4800000
Mahindra,TUV300 T10,2017,8,44000,Diesel,Diesel,1493 cc,100 bhp,Manual,7,785000
Hyundai,i20 Active 1.4 S,2017,8,72000,Diesel,Diesel,1396 cc,89 bhp,Manual,5,750000
Mercedes-Benz,C-Class C 220d Progressive,2019,6,8000,Diesel,Diesel,1950 cc,192 bhp,Automatic,5,4150000
Maruti Suzuki,Alto VXi,2014,11,54000,Petrol,Petrol,998 cc,67 bhp,Manual,5,320000
Mercedes-Benz,GLA 200 CDI Style,2015,10,99000,Diesel,Diesel,2143 cc,134 bhp,Automatic,5,1750000
Mahindra,TUV300 T10,2019,6,88000,Diesel,Diesel,1493 cc,100 bhp,Manual,7,944999
Land Rover,Range Rover 3.0 V6 Diesel Vogue LWB,2020,5,11000,Diesel,Diesel,2993 cc,244 bhp,Automatic,4,27500000
Ford,Endeavour Sport 2.0 4x4 AT,2021,4,19000,Diesel,Diesel,1996 cc,168 bhp,Automatic,7,4100000
MG,Hector Sharp 1.5 DCT Petrol Dual Tone,2021,4,33000,Petrol,Petrol,1451 cc,141 bhp,Automatic,5,1750000
Maruti Suzuki,Ertiga VDi 1.3 Diesel,2018,7,44153,Diesel,Diesel,1248 cc,89 bhp,Manual,7,811000
Land Rover,Discovery Sport HSE Luxury 7-Seater,2020,5,32368,Diesel,Diesel,2179 cc,188 bhp,Automatic,7,6900000
Hyundai,Verna 1.6 CRDI SX,2016,9,42000,Diesel,Diesel,1582 cc,126 bhp,Manual,5,725000
Jaguar,XF Portfolio Diesel,2020,5,56000,Diesel,Diesel,1999 cc,177 bhp,Automatic,5,4600000
Land Rover,Range Rover 3.0 V6 Diesel Vogue,2019,6,63000,Diesel,Diesel,2993 cc,244 bhp,Automatic,5,19300000
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT (O),2017,8,49422,Petrol,Petrol,1197 cc,81 bhp,Automatic,5,650000
MG,Hector Plus Smart 1.5 DCT Petrol,2021,4,19000,Petrol,Petrol,1451 cc,141 bhp,Automatic,6,1925000
Honda,City SV CVT,2015,10,75258,Petrol,Petrol,1497 cc,117 bhp,Automatic,5,590000
Hyundai,Santro Sportz CNG,2019,6,46000,Other,Other,1086 cc,58 bhp,Manual,5,495000
Maruti Suzuki,Baleno Zeta 1.3,2016,9,68921,Diesel,Diesel,1248 cc,74 bhp,Manual,5,695000
Hyundai,Verna 1.6 CRDI SX,2018,7,79800,Diesel,Diesel,1582 cc,126 bhp,Manual,5,799000
Volkswagen,Polo Highline1.2L (P),2013,12,53000,Petrol,Petrol,1198 cc,74 bhp,Manual,5,325000
Mahindra,Scorpio S5 2WD 7 STR,2018,7,59000,Diesel,Diesel,2179 cc,120 bhp,Manual,7,1190000
Jaguar,XJ 3.0 Portfolio,2017,8,30000,Diesel,Diesel,2993 cc,225 bhp,Automatic,5,5800000
Maruti Suzuki,Alto LXi BS-III,2009,16,65000,Petrol,Petrol,796 cc,47 bhp,Manual,5,140000
Maruti Suzuki,Baleno Zeta 1.2,2021,4,58000,Petrol,Petrol,1197 cc,83 bhp,Manual,5,750000
Mercedes-Benz,M-Class ML 350 CDI,2014,11,94000,Diesel,Diesel,2997 cc,254 bhp,Automatic,5,2600000
Maruti Suzuki,Alto 800 Lx CNG,2017,8,45000,Other,Other,796 cc,48 bhp,Manual,5,299000
Toyota,Fortuner 2.8 4x4 AT,2018,7,62152,Diesel,Diesel,2755 cc,174 bhp,Automatic,7,3470000
Hyundai,Venue SX Plus 1.0 Turbo DCT,2019,6,28000,Petrol,Petrol,998 cc,118 bhp,Automatic,5,1075000
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,2019,6,15000,Petrol,Petrol,1197 cc,81 bhp,Automatic,5,650000
Honda,Amaze 1.2 S i-VTEC,2014,11,53610,Petrol,Petrol,1198 cc,87 bhp,Manual,5,425000
Nissan,Terrano XL D Plus,2014,11,75000,Diesel,Diesel,1461 cc,84 bhp,Manual,5,445000
Maruti Suzuki,XL6 Zeta MT Petrol,2022,3,16000,Petrol,Petrol,1462 cc,103 bhp,Manual,6,1225000
Audi,A3 35 TDI Premium + Sunroof,2015,10,60000,Diesel,Diesel,1968 cc,141 bhp,Automatic,5,1350000
Mercedes-Benz,C-Class 220 BlueEfficiency,2014,11,45000,Diesel,Diesel,2143 cc,170 bhp,Automatic,5,1450000
Toyota,Fortuner 2.8 4x4 AT,2017,8,120000,Diesel,Diesel,2755 cc,174 bhp,Automatic,7,2749000
Hyundai,Santro GLS,2009,16,56400,Petrol,Petrol,1086 cc,62 bhp,Manual,5,141000
Hyundai,Creta 1.6 S Plus AT,2017,8,70000,Diesel,Diesel,1582 cc,126 bhp,Automatic,5,1375000
Toyota,Innova 2.4 G 7 STR,2016,9,82567,Diesel,Diesel,2393 cc,148 bhp,Manual,7,1825000
Audi,A8 3.0 TDI quattro,2015,10,32000,Diesel,Diesel,2967 cc,247 bhp,Automatic,4,4900000
Honda,Jazz V Diesel,2015,10,68244,Diesel,Diesel,1498 cc,98 bhp,Manual,5,525000
Audi,Q7 3.0 TDI quattro Premium,2014,11,25000,Diesel,Diesel,2967 cc,241 bhp,Automatic,6,3300000
Hyundai,Eon Magna +,2018,7,34000,Petrol,Petrol,814 cc,55 bhp,Manual,5,405000
Audi,Q3 35 TDI quattro Premium Plus,2017,8,36000,Diesel,Diesel,1968 cc,184 bhp,Automatic,5,2550000
Honda,City SV,2019,6,36000,Petrol,Petrol,1497 cc,117 bhp,Manual,5,875000
Maruti Suzuki,Swift VXi,2014,11,68005,Petrol,Petrol,1197 cc,85 bhp,Manual,5,355000
Ford,Ecosport Titanium 1.5L TDCi,2018,7,74797,Diesel,Diesel,1498 cc,99 bhp,Manual,5,925000
Land Rover,Evoque SE Dynamic,2021,4,12000,Diesel,Diesel,1999 cc,177 bhp,Automatic,5,6500000
Hyundai,Elite i20 Magna 1.2,2019,6,31000,Petrol,Petrol,1197 cc,82 bhp,Manual,5,625000
Datsun,Redigo T(O) 1.0,2020,5,7520,Petrol,Petrol,999 cc,67 bhp,Manual,5,425000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT,2015,10,58078,Petrol,Petrol,1197 cc,81 bhp,Manual,5,550000
Volkswagen,Vento Comfortline Diesel,2014,11,79081,Diesel,Diesel,1598 cc,103 bhp,Manual,5,434999
Mercedes-Benz,GLE 350 d,2018,7,28000,Diesel,Diesel,2987 cc,255 bhp,Automatic,5,5900000
Mercedes-Benz,GLC 220 d Progressive,2017,8,72000,Diesel,Diesel,2143 cc,168 bhp,Automatic,5,3500000
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone,2022,3,23000,Petrol,Petrol,1353 cc,138 bhp,Automatic,5,1750000
Chevrolet,Captiva LTZ AWD AT,2012,13,74000,Diesel,Diesel,1991 cc,150 bhp,Automatic,7,475000
Hyundai,Xcent S 1.2 (O),2015,10,11628,Petrol,Petrol,1197 cc,81 bhp,Manual,5,425000
Ford,Ecosport Titanium + 1.5L TDCi,2017,8,81323,Diesel,Diesel,1498 cc,99 bhp,Manual,5,675000
Maruti Suzuki,Vitara Brezza LDi (O),2016,9,50000,Diesel,Diesel,1248 cc,89 bhp,Manual,5,675000
Toyota,Innova 2.4 ZX 7 STR,2016,9,145000,Diesel,Diesel,2393 cc,148 bhp,Manual,7,1725000
Audi,A3 40 TFSI Premium,2017,8,48000,Petrol,Petrol,1798 cc,178 bhp,Automatic,5,1760000
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone,2017,8,80000,Diesel,Diesel,1248 cc,89 bhp,Manual,5,730000
Maruti Suzuki,Swift LXi,2011,14,28513,Petrol,Petrol,1197 cc,85 bhp,Manual,5,301000
Maruti Suzuki,Wagon R LXi LPG,2011,14,42000,Other,Other,998 cc,46 bhp,Manual,5,275000
Ford,Figo Duratorq Diesel ZXI 1.4,2013,12,87000,Diesel,Diesel,1399 cc,68 bhp,Manual,5,225000
Hyundai,Eon Magna,2012,13,55700,Petrol,Petrol,814 cc,56 bhp,Manual,5,185000
Maruti Suzuki,Alto 800 Lxi,2017,8,45600,Petrol,Petrol,796 cc,47 bhp,Manual,5,285000
Volkswagen,Vento Highline Diesel,2013,12,78000,Diesel,Diesel,1598 cc,103 bhp,Manual,5,350000
Rolls-Royce,Ghost Extended Wheelbase,2012,13,55000,Petrol,Petrol,6592 cc,570 bhp,Automatic,5,20000000
Mercedes-Benz,GLS 400d 4MATIC,2021,4,3000,Diesel,Diesel,2925 cc,326 bhp,Automatic,7,12900000
Skoda,Superb Style TSI AT,2017,8,52458,Petrol,Petrol,1798 cc,177 bhp,Automatic,5,1650000
Maruti Suzuki,Alto 800 Lxi CNG,2017,8,30000,Other,Other,796 cc,47 bhp,Manual,5,265000
Tata,Tiago Revotron XE,2017,8,46992,Petrol,Petrol,1199 cc,84 bhp,Manual,5,395000
Honda,Jazz V Petrol,2016,9,54440,Petrol,Petrol,1199 cc,89 bhp,Manual,5,500000
Mahindra,Alturas G4 4WD AT,2019,6,32000,Diesel,Diesel,2157 cc,178 bhp,Automatic,7,2770000
Mercedes-Benz,M-Class ML 250 CDI,2015,10,103000,Diesel,Diesel,2143 cc,203 bhp,Automatic,5,2450000
Audi,A4 1.8 TFSI Multitronic Premium Plus,2020,5,28600,Petrol,Petrol,1798 cc,170 bhp,Automatic,5,3125000
Kia,Carnival Limousine Plus 7 STR,2020,5,72000,Diesel,Diesel,2199 cc,197 bhp,Automatic,7,2950000
Maruti Suzuki,Ertiga VDI SHVS,2016,9,64906,Diesel,Diesel,1248 cc,89 bhp,Manual,7,620000
Mercedes-Benz,GLA 220 d Activity Edition,2016,9,79000,Diesel,Diesel,2143 cc,168 bhp,Automatic,5,2250000
Maruti Suzuki,Ciaz Delta 1.4 MT,2017,8,64000,Petrol,Petrol,1373 cc,91 bhp,Manual,5,565000
Hyundai,Grand i10 Asta 1.2 Kappa VTVT,2018,7,56000,Petrol,Petrol,1197 cc,81 bhp,Manual,5,550000
Hyundai,Santro XO eRLX - Euro III,2007,18,85000,Petrol,Petrol,1086 cc,63 bhp,Manual,5,178000
Mahindra,Scorpio S5,2022,3,12000,Diesel,Diesel,2179 cc,137 bhp,Manual,7,1550000
Maruti Suzuki,Vitara Brezza LDi (O),2018,7,67900,Diesel,Diesel,1248 cc,89 bhp,Manual,5,711000
Tata,Tigor Revotron XM,2018,7,48144,Petrol,Petrol,1199 cc,84 bhp,Manual,5,375000
BMW,X1 sDrive20d xLine,2021,4,7100,Diesel,Diesel,1995 cc,184 bhp,Automatic,5,4475000
Porsche,Macan Base,2022,3,9000,Petrol,Petrol,1984 cc,248 bhp,Automatic,5,9100000
Maruti Suzuki,Alto VXi,2016,9,64000,Petrol,Petrol,998 cc,67 bhp,Manual,5,245000
Honda,City V Diesel,2016,9,38000,Diesel,Diesel,1498 cc,99 bhp,Manual,5,690000
Toyota,Innova 2.5 G BS IV 8 STR,2016,9,65321,Diesel,Diesel,2494 cc,101 bhp,Manual,8,944999
Mercedes-Benz,A-Class A 180 Sport Petrol,2014,11,80000,Petrol,Petrol,1595 cc,121 bhp,Automatic,4,1350000
Maruti Suzuki,Vitara Brezza ZDi,2018,7,37093,Diesel,Diesel,1248 cc,89 bhp,Manual,5,850000
Volkswagen,Vento Highline 1.0L TSI,2021,4,37230,Petrol,Petrol,999 cc,109 bhp,Manual,5,1200000
Maruti Suzuki,Celerio VXi AMT,2014,11,76116,Petrol,Petrol,998 cc,67 bhp,Automatic,5,329000
Honda,Civic 1.8V MT,2010,15,83359,Petrol,Petrol,1799 cc,130 bhp,Manual,5,300000
BMW,5-Series 530d M Sport,2018,7,38000,Diesel,Diesel,2993 cc,258 bhp,Automatic,5,4900000
Hyundai,Santro Sportz CNG,2019,6,28000,Other,Other,1086 cc,58 bhp,Manual,5,465000
Skoda,Superb L&K TSI AT,2018,7,14120,Petrol,Petrol,1798 cc,177 bhp,Automatic,5,2350000
Hyundai,Eon D-Lite +,2014,11,25000,Petrol,Petrol,814 cc,55 bhp,Manual,5,250000
MG,Hector Plus Sharp 1.5 DCT Petrol,2020,5,28584,Petrol,Petrol,1451 cc,141 bhp,Automatic,6,1950000
BMW,X5 xDrive 30d,2015,10,87000,Diesel,Diesel,2993 cc,258 bhp,Automatic,7,2975000
Land Rover,Evoque HSE,2017,8,50000,Diesel,Diesel,1999 cc,177 bhp,Automatic,5,3800000
Maruti Suzuki,Alto LXi CNG,2017,8,63200,Other,Other,998 cc,58 bhp,Manual,4,330000
Hyundai,Grand i10 Asta 1.2 Kappa VTVT,2014,11,55000,Petrol,Petrol,1197 cc,81 bhp,Manual,5,409999
Ford,Figo Titanium1.5 TDCi,2019,6,71569,Diesel,Diesel,1498 cc,99 bhp,Manual,5,575000
Hyundai,i10 Magna 1.2 Kappa2,2012,13,41200,Petrol,Petrol,1197 cc,79 bhp,Manual,5,270000
Mahindra,Scorpio SLE BS-IV,2013,12,117000,Diesel,Diesel,2179 cc,120 bhp,Manual,8,434999
Maruti Suzuki,Swift DZire VXI,2014,11,65000,Petrol,Petrol,1197 cc,85 bhp,Manual,5,465000
BMW,X3 xDrive 20d Luxury Line,2022,3,33000,Diesel,Diesel,1995 cc,190 bhp,Automatic,5,6800000
Hyundai,i10 Magna 1.2 Kappa2,2011,14,21000,Petrol,Petrol,1197 cc,79 bhp,Manual,5,350000
Hyundai,Venue SX 1.0 Turbo iMT,2020,5,23000,Petrol,Petrol,998 cc,118 bhp,Manual,5,900000
Maruti Suzuki,Swift LXi,2016,9,26357,Petrol,Petrol,1197 cc,83 bhp,Manual,5,595000
Hyundai,Creta 1.6 SX Plus AT Petrol,2018,7,33500,Petrol,Petrol,1591 cc,122 bhp,Automatic,5,1260000
Tata,Zest XE 75 PS Diesel,2020,5,5923,Diesel,Diesel,1248 cc,74 bhp,Manual,5,530000
Maruti Suzuki,Ertiga VDi,2015,10,72000,Diesel,Diesel,1248 cc,89 bhp,Manual,7,599000
Mahindra,XUV500 W11 AT,2018,7,54154,Diesel,Diesel,2179 cc,153 bhp,Automatic,7,1595000
Volvo,V40 D3 R-Design,2017,8,14000,Diesel,Diesel,1984 cc,150 bhp,Automatic,5,1798999
Maruti Suzuki,Baleno Delta 1.2,2021,4,35500,Petrol,Petrol,1197 cc,83 bhp,Manual,5,636000
Hyundai,Creta E Plus 1.4 CRDI,2018,7,63000,Diesel,Diesel,1396 cc,89 bhp,Manual,5,950000
Maruti Suzuki,S-Cross Zeta 1.6,2017,8,52836,Diesel,Diesel,1598 cc,118 bhp,Manual,5,800000
Maruti Suzuki,Celerio X Vxi AMT,2017,8,50000,Petrol,Petrol,998 cc,67 bhp,Automatic,5,434000
Hyundai,Elite i20 Sportz 1.4 CRDI,2016,9,72114,Diesel,Diesel,1396 cc,89 bhp,Manual,5,625000
